Pclass,Age,Fare,Family_Size,Has_Cabin,Sex_encoded,Embarked_encoded,Family_Size_Group_encoded,Age_Group_encoded,Fare_Range_encoded,Title_encoded,Cabin_Deck_encoded,Ticket_Group_encoded,Ticket_Share_Type_encoded,Ticket_Number_Length,Ticket_Group_Size,Pclass_Sex_encoded,Age_Sex_Group_encoded,Fare_Per_Person,Name_Length,Has_Parentheses,Age_Sex_Interaction_encoded,Pclass1_Male,Pclass1_Female,YoungAdult_Male_LowClass
1,33.0,133.65,2,0,0,2,2,1,3,3,8,2,1,5,2,0,1,66.825,50,1,2,0,1,0
1,43.5,110.8833,1,0,0,0,0,1,3,1,8,5,0,5,4,0,1,110.8833,23,0,2,0,1,0
3,21.0,8.05,1,0,1,2,0,3,2,2,8,0,2,5,1,5,2,8.05,24,0,7,0,0,1
1,31.0,50.4958,1,1,1,2,0,1,3,2,0,2,2,5,1,1,2,50.4958,36,0,3,1,0,0
3,32.0,7.925,1,0,1,2,0,1,2,2,8,1,2,8,1,5,2,7.925,19,0,3,0,0,0
2,39.0,13.0,1,0,1,2,0,1,2,2,8,5,2,5,1,3,2,13.0,18,0,3,0,0,0
3,20.0,8.05,1,0,1,2,0,3,2,2,8,0,2,5,1,5,2,8.05,30,0,7,0,0,1
2,34.0,13.0,1,1,1,2,0,1,2,2,3,5,2,6,1,3,2,13.0,21,0,3,0,0,0
1,47.0,25.5875,1,1,1,2,0,1,0,2,4,5,2,4,1,1,2,25.5875,26,0,3,1,0,0
1,36.0,26.2875,1,1,1,2,0,1,0,2,4,2,2,5,1,1,2,26.2875,25,0,3,1,0,0
3,21.0,16.1,1,0,1,2,0,3,0,2,8,5,1,5,2,5,2,16.1,27,0,7,0,0,1
3,25.0,8.05,1,0,1,2,0,3,2,2,8,0,2,5,1,5,2,8.05,19,0,7,0,0,1
3,25.0,7.8958,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.8958,18,0,7,0,0,1
3,30.0,8.6625,1,0,0,2,0,1,2,1,8,5,2,6,1,4,1,8.6625,19,0,2,0,0,0
3,25.0,7.8958,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.8958,17,0,7,0,0,1
3,23.5,7.225,1,0,1,0,0,3,1,2,8,5,2,4,1,5,2,7.225,18,0,7,0,0,1
3,33.0,8.6542,1,0,1,2,0,1,2,2,8,5,2,4,1,5,2,8.6542,26,0,3,0,0,0
1,30.0,56.9292,1,1,0,0,0,1,3,1,4,2,1,5,2,0,1,56.9292,30,0,2,0,1,0
2,1.0,39.0,4,1,1,2,2,0,3,0,5,5,0,6,4,3,0,9.75,25,0,1,0,0,0
3,20.0,8.6625,1,0,0,2,0,3,2,1,8,5,2,6,1,4,1,8.6625,23,0,6,0,0,0
2,34.0,32.5,3,0,0,2,2,1,3,3,8,5,1,5,3,2,1,10.833333333333334,47,1,2,0,0,0
1,45.0,35.5,1,1,1,2,0,1,3,2,7,5,2,6,1,1,2,35.5,28,0,3,1,0,0
2,36.0,13.0,1,1,0,2,0,1,2,3,3,5,2,5,1,2,1,13.0,23,1,2,0,0,0
3,39.0,7.925,1,0,1,2,0,1,2,2,8,5,2,7,1,5,2,7.925,25,0,3,0,0,0
3,20.0,15.7417,3,0,1,0,2,3,0,2,8,5,1,4,3,5,2,5.247233333333333,16,0,7,0,0,1
3,34.5,6.4375,1,0,1,0,0,1,1,2,8,5,2,4,1,5,2,6.4375,26,0,3,0,0,0
3,28.0,9.5,1,0,1,2,0,3,2,2,8,5,2,6,1,5,2,9.5,30,0,7,0,0,1
3,25.0,23.25,3,0,1,1,2,3,0,2,8,5,1,6,3,5,2,7.75,18,0,7,0,0,1
3,25.0,8.05,1,0,1,2,0,3,2,2,8,0,2,5,1,5,2,8.05,33,0,7,0,0,1
3,10.0,24.15,3,0,0,2,2,0,0,1,8,5,1,6,3,4,0,8.049999999999999,25,0,0,0,0,0
3,9.0,15.2458,3,0,0,0,2,0,0,1,8,5,1,4,3,4,0,5.081933333333333,23,0,0,0,0,0
3,25.0,7.8958,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.8958,32,1,7,0,0,1
3,20.5,7.25,1,0,1,2,0,3,1,2,8,0,2,6,1,5,2,7.25,31,1,7,0,0,1
1,35.0,52.0,2,1,0,2,2,1,3,3,2,5,1,5,2,0,1,26.0,49,1,2,0,1,0
1,36.0,135.6333,1,1,0,0,0,1,3,1,2,2,0,5,4,0,1,135.6333,24,0,2,0,1,0
3,25.0,8.05,1,0,1,2,0,3,2,2,8,5,2,6,1,5,2,8.05,19,0,7,0,0,1
3,25.0,7.55,1,0,1,2,0,3,1,2,8,1,2,3,1,5,2,7.55,18,0,7,0,0,1
3,20.0,8.6625,1,0,1,2,0,3,2,2,8,5,2,6,1,5,2,8.6625,19,0,7,0,0,1
3,22.0,10.5167,1,0,0,2,0,3,2,1,8,5,2,4,1,4,1,10.5167,28,0,6,0,0,0
2,39.0,13.0,1,0,1,2,0,1,2,2,8,5,2,6,1,3,2,13.0,17,0,3,0,0,0
3,37.0,9.5875,1,0,0,2,0,1,2,1,8,5,2,4,1,4,1,9.5875,30,0,2,0,0,0
2,48.0,65.0,4,0,0,2,2,1,3,3,8,5,0,6,5,2,1,16.25,32,1,2,0,0,0
2,23.0,13.0,1,0,1,2,0,3,2,2,8,5,2,5,1,3,2,13.0,28,0,7,0,0,1
3,22.0,7.7375,1,0,0,1,0,3,1,1,8,5,2,5,1,4,1,7.7375,24,0,6,0,0,0
2,70.0,10.5,1,0,1,2,0,2,2,2,8,3,2,5,1,3,2,10.5,27,0,5,0,0,0
3,32.0,15.5,3,0,0,1,2,1,0,3,8,5,1,6,2,4,1,5.166666666666667,29,1,2,0,0,0
3,16.0,20.25,3,0,1,2,2,0,0,2,8,3,1,4,3,5,2,6.75,27,0,1,0,0,0
2,21.0,73.5,1,0,1,2,0,3,3,2,8,4,0,5,7,3,2,73.5,20,0,7,0,0,1
3,25.0,7.25,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.25,17,0,7,0,0,1
2,42.0,13.0,1,0,1,2,0,1,2,4,8,5,2,6,1,3,2,13.0,33,0,3,0,0,0
3,24.0,7.7958,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.7958,18,0,7,0,0,1
3,22.0,7.75,1,0,0,2,0,3,1,1,8,5,2,6,1,4,1,7.75,24,0,6,0,0,0
3,40.0,7.225,1,0,1,0,0,1,1,2,8,5,2,4,1,5,2,7.225,17,0,3,0,0,0
1,0.92,151.55,4,1,1,2,2,0,3,0,2,5,0,6,6,1,0,37.8875,30,0,1,1,0,0
3,33.0,8.6625,1,0,1,0,0,1,2,2,8,5,2,6,1,5,2,8.6625,19,0,3,0,0,0
3,18.0,7.775,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.775,30,0,7,0,0,1
3,28.0,56.4958,1,0,1,2,0,3,3,2,8,5,0,4,8,5,2,56.4958,13,0,7,0,0,1
2,37.0,26.0,2,0,1,2,2,1,0,2,8,1,1,5,2,3,2,13.0,23,0,3,0,0,0
3,5.0,12.475,1,0,0,2,0,0,2,1,8,5,1,6,2,4,0,12.475,29,0,0,0,0,0
3,13.0,7.2292,1,0,0,0,0,0,1,1,8,5,2,4,1,4,0,7.2292,20,0,0,0,0,0
2,27.0,26.0,1,0,1,2,0,3,0,2,8,5,1,6,2,3,2,26.0,27,0,7,0,0,1
2,38.0,13.0,1,0,0,2,0,1,2,1,8,5,2,6,1,2,1,13.0,25,0,2,0,0,0
3,42.0,7.55,1,0,1,2,0,1,1,2,8,3,2,4,1,5,2,7.55,19,0,3,0,0,0
3,3.0,15.9,3,0,1,2,2,0,0,0,8,3,1,5,3,5,0,5.3,38,0,1,0,0,0
2,28.0,12.65,1,0,0,2,0,3,2,3,8,5,2,6,1,2,1,12.65,32,1,6,0,0,0
1,50.0,247.5208,2,1,0,0,2,2,3,3,1,2,1,5,3,0,1,123.7604,47,1,4,0,1,0
1,51.0,26.55,1,1,1,2,0,2,0,2,4,5,2,6,1,1,2,26.55,22,0,5,1,0,0
3,23.5,7.2292,1,0,1,0,0,3,1,2,8,5,2,4,1,5,2,7.2292,16,0,7,0,0,1
1,26.0,78.85,1,0,0,2,0,3,3,1,8,5,1,5,3,0,1,78.85,28,0,6,0,1,0
3,25.0,7.8958,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.8958,17,0,7,0,0,1
1,24.0,49.5042,1,1,0,0,0,3,3,4,2,2,2,5,1,0,1,49.5042,48,1,6,0,1,0
1,42.0,52.5542,2,1,1,2,2,1,3,2,3,5,1,5,2,1,2,26.2771,28,0,3,1,0,0
1,42.0,26.2875,1,1,1,2,0,1,0,2,4,2,2,5,1,1,2,26.2875,33,0,3,1,0,0
3,25.0,7.8958,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.8958,22,0,7,0,0,1
2,36.0,27.75,4,0,1,2,2,1,0,2,8,3,0,5,4,3,2,6.9375,21,0,3,0,0,0
1,19.0,26.2833,3,1,0,2,2,3,0,1,3,5,2,5,1,0,1,8.7611,28,0,6,0,1,0
3,22.0,69.55,11,0,0,2,1,3,3,1,8,3,0,4,11,4,1,6.322727272727272,33,0,6,0,0,0
1,65.0,26.55,1,1,1,2,0,2,0,2,4,5,2,5,1,1,2,26.55,25,0,5,1,0,0
3,15.0,8.0292,1,0,0,1,0,0,2,1,8,5,2,6,1,4,0,8.0292,27,0,0,0,0,0
3,15.0,7.225,1,0,0,0,0,0,1,3,8,5,2,4,1,4,0,7.225,23,0,0,0,0,0
1,46.0,79.2,1,1,1,0,0,1,3,2,1,2,1,5,2,1,2,79.2,24,0,3,1,0,0
1,28.0,47.1,1,0,1,2,0,3,3,2,8,5,1,6,2,1,2,47.1,23,0,7,1,0,0
2,50.0,26.0,2,0,0,2,2,2,0,3,8,5,1,6,2,2,1,13.0,27,1,4,0,0,0
1,19.0,91.0792,2,1,0,0,2,3,3,3,1,5,1,5,2,0,1,45.5396,39,1,6,0,1,0
3,22.0,24.15,2,0,0,1,2,3,0,1,8,5,1,6,3,4,1,12.075,19,0,6,0,0,0
1,25.0,55.4417,2,1,1,0,2,3,3,2,4,5,1,5,2,1,2,27.72085,27,0,7,1,0,0
1,62.0,80.0,1,1,0,2,0,2,3,3,1,5,1,6,2,0,1,80.0,41,1,4,0,1,0
1,27.0,53.1,2,1,1,2,2,3,3,2,4,5,1,6,2,1,2,26.55,29,0,7,1,0,0
1,35.0,90.0,2,1,0,2,2,1,3,3,2,5,1,5,2,0,1,45.0,47,1,2,0,1,0
3,25.0,15.1,1,0,1,2,0,3,0,2,8,3,1,4,2,5,2,15.1,31,0,7,0,0,1
3,42.0,7.65,1,1,1,2,0,1,1,2,5,5,2,6,1,5,2,7.65,40,0,3,0,0,0
3,23.5,7.8958,1,0,1,0,0,3,1,2,8,5,2,6,1,5,2,7.8958,19,0,7,0,0,1
1,35.0,51.8625,2,1,0,2,2,1,3,3,3,5,1,5,2,0,1,25.93125,33,1,2,0,1,0
3,24.0,7.05,1,0,1,2,0,3,1,2,8,1,2,7,1,5,2,7.05,14,0,7,0,0,1
3,24.0,7.1417,1,0,1,2,0,3,1,2,8,2,2,5,1,5,2,7.1417,25,0,7,0,0,1
2,4.0,39.0,4,1,0,2,2,0,3,1,5,5,0,6,4,2,0,9.75,27,0,0,0,0,0
2,28.0,13.0,1,0,0,2,0,3,2,4,8,5,2,6,1,2,1,13.0,25,0,6,0,0,0
2,18.0,73.5,1,0,1,2,0,3,3,2,8,4,0,5,7,3,2,73.5,25,0,7,0,0,1
3,27.0,11.1333,3,0,0,2,2,3,2,3,8,5,1,6,3,4,1,3.7111,49,1,6,0,0,0
1,37.5,39.6,1,0,1,0,0,1,3,4,8,5,2,6,1,1,2,39.6,25,0,3,1,0,0
3,14.0,46.9,8,0,1,2,1,0,3,2,8,3,0,4,8,5,0,5.8625,27,0,1,0,0,0
2,28.0,24.0,2,0,0,0,2,3,0,3,8,1,1,4,2,2,1,12.0,37,1,6,0,0,0
3,22.0,9.35,1,0,1,2,0,3,2,2,8,4,2,4,1,5,2,9.35,28,0,7,0,0,1
1,37.0,52.5542,3,1,1,2,2,1,3,2,3,5,1,5,2,1,2,17.518066666666666,29,0,3,1,0,0
3,47.0,7.25,1,0,1,2,0,1,1,2,8,0,2,5,1,5,2,7.25,26,0,3,0,0,0
3,25.0,14.5,1,0,1,2,0,3,0,2,8,5,1,6,2,5,2,14.5,18,0,7,0,0,1
2,28.0,13.0,1,0,1,2,0,3,2,2,8,5,2,6,1,3,2,13.0,26,0,7,0,0,1
3,36.0,24.15,3,0,1,2,2,1,0,2,8,5,1,6,3,5,2,8.049999999999999,27,0,3,0,0,0
3,20.0,7.2292,1,0,1,0,0,3,1,2,8,5,2,4,1,5,2,7.2292,21,0,7,0,0,1
2,55.0,16.0,1,0,0,2,0,2,0,3,8,5,2,6,1,2,1,16.0,32,1,4,0,0,0
3,22.0,25.4667,5,0,0,2,1,3,0,1,8,5,0,4,5,4,1,5.0933399999999995,23,0,6,0,0,0
3,22.0,7.125,1,0,1,2,0,3,1,2,8,1,2,8,1,5,2,7.125,29,0,7,0,0,1
2,57.0,10.5,1,1,0,2,0,2,2,3,4,1,1,1,2,2,1,10.5,17,1,4,0,0,0
3,29.0,7.0458,2,0,1,2,2,3,1,2,8,5,2,4,1,5,2,3.5229,25,0,7,0,0,1
3,26.0,8.6625,3,0,1,2,2,3,2,2,8,5,2,6,1,5,2,2.8874999999999997,17,0,7,0,0,1
3,25.0,8.05,1,0,1,2,0,3,2,2,8,1,2,6,1,5,2,8.05,17,0,7,0,0,1
1,39.0,55.9,2,1,0,2,2,1,3,3,4,5,1,5,2,0,1,27.95,41,1,2,0,1,0
3,32.0,7.8958,1,0,1,2,0,1,1,2,8,5,2,6,1,5,2,7.8958,19,0,3,0,0,0
3,30.0,12.475,1,0,0,2,0,1,2,1,8,5,1,6,2,4,1,12.475,24,0,2,0,0,0
1,38.0,80.0,1,1,0,2,0,1,3,1,1,5,1,6,2,0,1,80.0,19,0,2,0,1,0
3,25.0,7.8958,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.8958,18,0,7,0,0,1
3,18.0,7.4958,1,0,0,2,0,3,1,1,8,5,2,7,1,4,1,7.4958,25,0,6,0,0,0
2,24.0,65.0,4,0,0,2,2,3,3,1,8,5,0,6,5,2,1,16.25,19,0,6,0,0,0
3,4.0,16.7,3,1,0,2,2,0,0,1,6,4,1,4,3,4,0,5.566666666666666,31,0,0,0,0,0
3,22.0,7.25,1,0,0,2,0,3,1,1,8,2,2,4,1,4,1,7.25,31,0,6,0,0,0
3,22.0,7.8792,1,0,0,1,0,3,1,1,8,5,2,6,1,4,1,7.8792,29,0,6,0,0,0
2,23.0,10.5,1,0,1,2,0,3,2,4,8,5,2,6,1,3,2,10.5,16,0,7,0,0,1
3,18.0,7.7958,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.7958,31,0,7,0,0,1
1,45.0,31.0,1,0,1,2,0,1,0,2,8,5,1,6,2,1,2,31.0,21,0,3,1,0,0
3,33.0,7.8958,1,0,1,2,0,1,1,2,8,5,2,6,1,5,2,7.8958,18,0,3,0,0,0
2,8.0,26.25,3,0,0,2,2,0,0,1,8,3,1,5,3,2,0,8.75,32,0,0,0,0,0
3,22.0,7.25,2,0,1,2,2,3,1,2,8,0,2,6,1,5,2,3.625,23,0,7,0,0,1
1,36.0,26.3875,1,1,1,2,0,1,0,2,4,2,2,5,1,1,2,26.3875,32,1,3,1,0,0
2,25.0,13.0,1,0,1,2,0,3,2,2,8,5,2,6,1,3,2,13.0,27,0,7,0,0,1
3,19.0,8.05,1,0,1,2,0,3,2,2,8,0,2,6,1,5,2,8.05,26,0,7,0,0,1
3,22.0,23.45,4,0,0,2,2,3,0,1,8,4,0,4,4,4,1,5.8625,40,0,6,0,0,0
1,36.0,120.0,4,1,1,2,2,1,3,2,1,5,0,6,4,1,2,30.0,26,0,3,1,0,0
2,23.0,11.5,4,0,1,2,2,3,2,2,8,5,2,5,1,3,2,2.875,27,0,7,0,0,1
3,29.0,21.075,5,0,0,2,1,3,0,3,8,5,0,6,5,4,1,4.215,43,1,6,0,0,0
3,1.0,11.1333,3,0,0,2,2,0,2,1,8,5,1,6,3,4,0,3.7111,28,0,0,0,0,0
3,35.0,7.8958,1,0,1,0,0,1,1,2,8,5,2,6,1,5,2,7.8958,18,0,3,0,0,0
2,29.0,21.0,2,0,1,2,2,3,0,2,8,5,1,5,2,3,2,10.5,31,0,7,0,0,1
2,44.0,26.0,2,0,1,2,2,1,0,2,8,5,1,5,2,3,2,13.0,17,0,3,0,0,0
1,36.0,78.85,2,1,1,2,2,1,3,2,2,5,1,5,3,1,2,39.425,29,0,3,1,0,0
3,25.0,7.8958,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.8958,20,0,7,0,0,1
3,25.0,6.95,1,0,1,1,0,3,1,2,8,5,2,6,1,5,2,6.95,15,0,7,0,0,1
3,21.0,7.7958,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.7958,22,0,7,0,0,1
3,16.0,9.5,1,0,1,2,0,0,2,2,8,5,2,6,1,5,2,9.5,25,0,1,0,0,0
2,6.0,33.0,2,0,0,2,2,0,3,1,8,5,1,6,3,2,0,16.5,33,0,0,0,0,0
3,32.0,8.05,1,1,1,2,0,1,2,2,4,1,2,6,1,5,2,8.05,34,1,3,0,0,0
1,38.0,0.0,1,0,1,2,0,1,1,4,8,5,2,5,1,1,2,0.0,31,0,3,1,0,0
2,26.0,26.0,3,0,0,2,2,3,0,3,8,5,1,6,2,2,1,8.666666666666666,37,1,6,0,0,0
1,54.0,78.2667,2,1,0,0,2,2,3,1,3,5,1,5,2,0,1,39.13335,30,0,4,0,1,0
1,42.0,50.0,1,1,1,2,0,1,3,2,0,5,2,6,1,1,2,50.0,21,0,3,1,0,0
1,40.0,27.7208,1,0,1,0,0,1,0,4,8,2,2,5,1,1,2,27.7208,24,0,3,1,0,0
2,42.0,13.0,1,0,1,2,0,1,2,2,8,5,2,6,1,3,2,13.0,20,0,3,0,0,0
3,28.0,7.8542,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.8542,32,0,7,0,0,1
1,35.0,53.1,2,1,0,2,2,1,3,3,2,5,1,6,2,0,1,26.55,44,1,2,0,1,0
3,18.0,6.4958,2,0,1,2,2,3,1,2,8,5,2,7,1,5,2,3.2479,25,0,7,0,0,1
3,18.0,8.3,1,0,1,2,0,3,2,2,8,5,2,4,1,5,2,8.3,22,0,7,0,0,1
3,9.0,31.3875,7,0,1,2,1,0,3,0,8,5,0,6,7,5,0,4.483928571428572,37,0,1,0,0,0
3,36.0,7.8958,1,0,1,2,0,1,1,2,8,5,2,6,1,5,2,7.8958,19,0,3,0,0,0
3,2.0,27.9,6,0,0,2,1,0,0,1,8,5,0,6,6,4,0,4.6499999999999995,29,0,0,0,0,0
3,25.0,7.05,1,0,1,2,0,3,1,2,8,1,2,6,1,5,2,7.05,22,0,7,0,0,1
2,54.0,26.0,1,0,1,2,0,2,0,2,8,5,1,5,2,3,2,26.0,26,0,5,0,0,0
3,9.0,34.375,5,0,0,2,1,0,3,1,8,4,0,4,5,4,0,6.875,32,0,0,0,0,0
1,80.0,30.0,1,1,1,2,0,2,0,2,0,5,2,5,1,1,2,30.0,36,0,5,1,0,0
1,40.0,153.4625,1,1,0,2,0,1,3,1,2,2,1,5,3,0,1,153.4625,25,0,2,0,1,0
1,41.0,134.5,1,1,0,0,0,1,3,1,4,5,0,5,5,0,1,134.5,31,0,2,0,1,0
2,24.0,26.0,2,0,0,2,2,3,0,3,8,5,1,6,2,2,1,13.0,35,1,6,0,0,0
3,22.0,9.0,1,0,1,2,0,3,2,2,8,5,2,6,1,5,2,9.0,20,0,7,0,0,1
1,17.0,57.0,2,1,0,2,2,0,3,3,1,5,1,5,2,0,1,28.5,41,1,0,0,1,0
3,45.0,27.9,6,0,0,2,1,1,0,3,8,5,0,6,6,4,1,4.6499999999999995,47,1,2,0,0,0
3,20.0,7.05,1,0,1,2,0,3,1,2,8,1,2,7,1,5,2,7.05,30,0,7,0,0,1
1,52.0,78.2667,2,1,0,0,2,2,3,3,3,5,1,5,2,0,1,39.13335,47,1,4,0,1,0
3,35.0,7.05,1,0,1,2,0,1,1,2,8,1,2,7,1,5,2,7.05,15,0,3,0,0,0
3,30.0,7.2292,1,0,1,0,0,1,1,2,8,5,2,4,1,5,2,7.2292,28,0,3,0,0,0
3,23.5,21.6792,3,0,1,0,2,3,0,2,8,5,1,4,3,5,2,7.226400000000001,19,0,7,0,0,1
1,38.0,90.0,2,1,1,2,2,1,3,2,2,5,1,5,2,1,2,45.0,28,0,3,1,0,0
3,15.0,14.4542,2,0,0,0,2,0,2,1,8,5,1,4,2,4,0,7.2271,21,0,0,0,0,0
1,39.0,0.0,1,1,1,2,0,1,1,2,0,5,2,6,1,1,2,0.0,22,0,3,1,0,0
1,31.0,113.275,2,1,0,0,2,1,3,1,3,5,1,5,3,0,1,56.6375,23,0,2,0,1,0
3,22.0,7.5208,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.5208,25,0,7,0,0,1
3,20.0,7.925,1,0,1,2,0,3,2,2,8,1,2,8,1,5,2,7.925,27,0,7,0,0,1
1,22.0,151.55,1,0,0,2,0,3,3,1,8,5,0,6,6,0,1,151.55,20,0,6,0,1,0
3,26.0,7.8542,1,0,0,2,0,3,1,1,8,5,2,6,1,4,1,7.8542,31,0,6,0,0,0
3,15.0,7.225,1,0,0,0,0,0,1,1,8,5,2,4,1,4,0,7.225,32,0,0,0,0,0
3,32.0,15.85,2,0,1,2,2,1,0,2,8,5,1,7,2,5,2,7.925,26,0,3,0,0,0
1,30.0,86.5,1,1,0,2,0,1,3,1,1,5,1,6,3,0,1,86.5,20,0,2,0,1,0
2,34.0,23.0,2,0,0,2,2,1,0,3,8,5,1,6,2,2,1,11.5,36,1,2,0,0,0
3,22.0,7.75,1,0,0,1,0,3,1,1,8,5,2,5,1,4,1,7.75,17,0,6,0,0,0
3,1.0,20.575,4,0,1,2,2,0,0,0,8,3,0,4,4,5,0,5.14375,26,0,1,0,0,0
2,28.0,13.5,1,0,1,2,0,3,2,2,8,5,2,6,1,3,2,13.5,26,0,7,0,0,1
1,30.0,93.5,1,1,0,2,0,1,3,1,1,5,0,5,4,0,1,93.5,21,0,2,0,1,0
3,22.0,7.25,1,0,1,2,0,3,1,2,8,0,2,6,1,5,2,7.25,22,0,7,0,0,1
3,21.0,34.375,5,0,0,2,1,3,3,1,8,4,0,4,5,4,1,6.875,36,0,6,0,0,0
2,36.0,12.875,1,1,1,0,0,1,2,2,3,1,2,4,1,3,2,12.875,22,0,3,0,0,0
3,40.0,7.8958,1,0,1,2,0,1,1,2,8,5,2,6,1,5,2,7.8958,17,0,3,0,0,0
2,1.0,37.0042,3,0,1,0,2,0,3,0,8,1,1,4,3,3,0,12.334733333333332,21,0,1,0,0,0
3,40.0,15.5,3,0,1,1,2,1,0,2,8,5,1,6,2,5,2,5.166666666666667,16,0,3,0,0,0
3,28.0,7.8958,1,0,0,2,0,3,1,1,8,5,2,6,1,4,1,7.8958,23,0,6,0,0,0
2,40.0,13.0,1,0,0,2,0,1,2,1,8,5,2,5,1,2,1,13.0,25,0,2,0,0,0
3,22.0,7.7333,1,0,0,1,0,3,1,1,8,5,2,5,1,4,1,7.7333,32,0,6,0,0,0
3,27.0,7.8958,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.8958,16,0,7,0,0,1
1,24.0,83.1583,1,1,0,0,0,3,3,1,2,5,1,5,3,0,1,83.1583,30,0,6,0,1,0
2,5.0,27.75,4,0,0,2,2,0,0,1,8,3,0,5,4,2,0,6.9375,28,0,0,0,0,0
3,34.0,6.4958,1,0,1,2,0,1,1,2,8,5,2,7,1,5,2,6.4958,26,0,3,0,0,0
1,23.0,113.275,2,1,0,0,2,3,3,1,3,5,1,5,3,0,1,56.6375,22,0,6,0,1,0
3,70.5,7.75,1,0,1,1,0,2,1,2,8,5,2,6,1,5,2,7.75,20,0,5,0,0,0
3,17.0,7.925,7,0,0,2,1,0,2,1,8,5,2,7,1,4,1,1.1321428571428571,31,0,0,0,0,0
1,16.0,57.9792,2,1,0,0,2,0,3,1,1,5,1,6,2,0,1,28.9896,28,0,0,0,1,0
3,19.0,8.1583,1,0,1,2,0,3,2,2,8,1,2,4,1,5,2,8.1583,24,0,7,0,0,1
3,25.0,7.25,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.25,34,1,7,0,0,1
1,25.0,151.55,4,1,0,2,2,3,3,3,2,5,0,6,6,0,1,37.8875,47,1,6,0,1,0
1,42.0,52.0,2,0,1,2,2,1,3,2,8,5,1,6,2,1,2,26.0,30,0,3,1,0,0
3,21.0,7.925,1,0,1,2,0,3,2,2,8,1,2,8,1,5,2,7.925,25,0,7,0,0,1
3,25.0,7.8958,1,0,1,2,0,3,1,2,8,5,2,6,1,5,2,7.8958,20,0,7,0,0,1
2,29.5,0.0,1,0,1,2,0,3,1,2,8,5,1,6,3,3,2,0.0,27,0,7,0,0,1
1,15.0,211.3375,2,1,0,2,2,0,3,1,1,5,0,5,4,0,0,105.66875,33,0,0,0,1,0
3,45.0,6.975,1,0,1,2,0,1,1,2,8,5,2,6,1,5,2,6.975,18,0,3,0,0,0
3,25.0,19.9667,2,0,1,2,2,3,0,2,8,5,2,5,1,5,2,9.98335,31,0,7,0,0,1
3,25.0,7.775,2,0,1,2,2,3,1,2,8,5,2,6,1,5,2,3.8875,24,0,7,0,0,1
1,33.0,5.0,1,1,1,2,0,1,1,2,1,5,2,3,1,1,2,5.0,24,0,3,1,0,0
2,28.0,13.0,1,0,0,2,0,3,2,1,8,5,2,6,1,2,1,13.0,17,0,6,0,0,0
2,32.0,73.5,3,0,1,2,2,1,3,2,8,4,0,5,7,3,2,24.5,18,0,3,0,0,0
1,26.0,30.0,1,1,1,0,0,3,0,2,2,5,2,6,1,1,2,30.0,21,0,7,1,0,0
3,37.0,7.925,3,0,1,2,2,1,2,2,8,5,2,7,1,5,2,2.6416666666666666,30,0,3,0,0,0
1,50.0,28.7125,1,1,0,0,0,2,0,1,2,2,2,5,1,0,1,28.7125,26,0,4,0,1,0
1,50.0,106.425,2,1,1,0,2,2,3,2,2,2,1,5,3,1,2,53.2125,26,0,5,1,0,0
3,22.0,8.1375,1,0,0,1,0,3,2,1,8,5,2,6,1,4,1,8.1375,19,0,6,0,0,0
2,34.0,21.0,2,0,1,2,2,1,0,2,8,5,1,5,2,3,2,10.5,23,0,3,0,0,0
3,22.0,7.8792,1,0,0,1,0,3,1,1,8,5,2,6,1,4,1,7.8792,33,0,6,0,0,0
1,35.0,512.3292,1,0,0,0,0,1,3,1,8,2,0,5,4,0,1,512.3292,16,0,2,0,1,0
3,48.0,34.375,5,0,0,2,1,1,3,3,8,4,0,4,5,4,1,6.875,39,1,2,0,0,0
1,47.0,38.5,1,1,1,2,0,1,3,2,4,5,2,6,1,1,2,38.5,17,0,3,1,0,0
1,45.0,26.55,1,0,1,2,0,1,0,2,8,5,2,6,1,1,2,26.55,45,1,3,1,0,0
